订单编号,总金额,买家实际支付金额,收货地址,订单创建时间,订单付款时间,退款金额
7287,104,104,北京,2020/2/23 15:54,2020/2/23 16:04,0
7288,69,69,山东省,2020/2/23 15:54,2020/2/23 15:54,0
7289,112,112,山东省,2020/2/23 15:53,2020/2/23 15:53,0
7290,183,183,天津,2020/2/23 15:52,2020/2/23 15:52,0
7291,37,37,江苏省,2020/2/23 15:51,2020/2/23 15:52,0
7292,37,0,山东省,2020/2/23 15:51,2020/2/23 15:51,37
7293,45,45,辽宁省,2020/2/23 15:51,2020/2/23 15:51,0
7294,85,85,天津,2020/2/23 15:51,2020/2/23 15:51,0
7295,34.9,0,福建省,2020/2/23 15:50,,0
7296,168,168,四川省,2020/2/23 15:50,2020/2/23 15:50,0
7297,75,0,山东省,2020/2/23 15:49,2020/2/23 15:49,75
7298,151,151,山东省,2020/2/23 15:49,2020/2/23 15:49,0
7299,151,151,江苏省,2020/2/23 15:49,2020/2/23 15:49,0
7300,151,151,四川省,2020/2/23 15:49,2020/2/23 15:49,0
7301,37,37,广东省,2020/2/23 15:48,2020/2/23 15:48,0
7302,69,69,广西壮族自治区,2020/2/23 15:48,2020/2/23 15:48,0
7303,34.9,34.9,四川省,2020/2/23 15:48,2020/2/23 15:50,0
7304,37,37,上海,2020/2/23 15:47,2020/2/23 15:48,0
7305,135,135,上海,2020/2/23 15:47,2020/2/23 15:47,0
7306,69,69,北京,2020/2/23 15:47,2020/2/23 15:47,0
7307,37,37,浙江省,2020/2/23 15:47,2020/2/23 15:47,0
7308,118,118,陕西省,2020/2/23 15:47,2020/2/23 15:47,0
7309,37,37,四川省,2020/2/23 15:46,2020/2/23 15:46,0
7310,37,37,浙江省,2020/2/23 15:46,2020/2/23 15:46,0
7311,37,37,江苏省,2020/2/23 15:46,2020/2/23 15:46,0
7312,69,0,广西壮族自治区,2020/2/23 15:46,2020/2/23 15:46,69
7313,37,37,辽宁省,2020/2/23 15:45,2020/2/23 15:45,0
7314,101,101,重庆,2020/2/23 15:45,2020/2/23 15:46,0
7315,75,0,山东省,2020/2/23 15:45,,0
7316,141.9,141.9,河北省,2020/2/23 15:45,2020/2/23 15:45,0
7317,21,21,四川省,2020/2/23 15:45,2020/2/23 15:45,0
7318,32,32,山东省,2020/2/23 15:45,2020/2/23 15:46,0
7319,53,0,广西壮族自治区,2020/2/23 15:45,,0
7320,128,128,上海,2020/2/23 15:44,2020/2/23 15:44,0
7321,112,0,河南省,2020/2/23 15:44,,0
7322,37,0,湖南省,2020/2/23 15:44,,0
7323,119,119,云南省,2020/2/23 15:44,2020/2/23 15:54,0
7324,101,0,吉林省,2020/2/23 15:43,2020/2/23 15:43,101
7325,37,0,江苏省,2020/2/23 15:43,,0
7326,123.8,0,安徽省,2020/2/23 15:43,2020/2/23 15:43,123.8
7327,183,0,辽宁省,2020/2/23 15:42,2020/2/23 15:42,183
7328,37,0,湖南省,2020/2/23 15:42,,0
7329,160,160,江苏省,2020/2/23 15:42,2020/2/23 15:42,0
7330,34.9,0,广东省,2020/2/23 15:40,2020/2/23 15:41,34.9
7331,45,45,广东省,2020/2/23 15:40,2020/2/23 15:40,0
7332,21,21,山东省,2020/2/23 15:40,2020/2/23 15:40,0
7333,85,85,山西省,2020/2/23 15:40,2020/2/23 15:40,0
7334,69,69,上海,2020/2/23 15:40,2020/2/23 15:40,0
7335,606.8,606.8,贵州省,2020/2/23 15:39,2020/2/23 15:39,0
7336,37,37,福建省,2020/2/23 15:39,2020/2/23 15:39,0
7337,149.5,0,宁夏回族自治区,2020/2/23 15:38,2020/2/23 15:39,149.5
7338,37,37,江苏省,2020/2/23 15:38,2020/2/23 15:38,0
7339,148.9,148.9,浙江省,2020/2/23 15:38,2020/2/23 15:38,0
7340,40,40,福建省,2020/2/23 15:38,2020/2/23 15:39,0
7341,215,215,北京,2020/2/23 15:37,2020/2/23 15:38,0
7342,69,69,山东省,2020/2/23 15:37,2020/2/23 15:37,0
7343,69,69,上海,2020/2/23 15:37,2020/2/23 15:37,0
7344,119,119,四川省,2020/2/23 15:36,2020/2/23 15:37,0
7345,119,0,北京,2020/2/23 15:36,2020/2/23 15:36,119
7346,37,37,上海,2020/2/23 15:36,2020/2/23 15:36,0
7347,21,21,河南省,2020/2/23 15:36,2020/2/23 15:36,0
7348,50.9,50.9,河南省,2020/2/23 15:35,2020/2/23 15:36,0
7349,119,119,贵州省,2020/2/23 15:35,2020/2/23 15:35,0
7350,256,256,福建省,2020/2/23 15:35,2020/2/23 15:35,0
7351,69,69,湖南省,2020/2/23 15:35,2020/2/23 15:35,0
7352,105.7,0,北京,2020/2/23 15:35,2020/2/23 15:35,105.7
7353,263.4,0,山西省,2020/2/23 15:34,2020/2/23 15:39,263.4
7354,80,80,上海,2020/2/23 15:34,2020/2/23 15:34,0
7355,69,69,山东省,2020/2/23 15:34,2020/2/23 15:35,0
7356,34.9,0,上海,2020/2/23 15:33,2020/2/23 15:33,34.9
7357,224,160,山东省,2020/2/23 15:33,2020/2/23 15:33,64
7358,64,64,北京,2020/2/23 15:33,2020/2/23 15:41,0
7359,124,124,山东省,2020/2/23 15:33,2020/2/23 15:33,0
7360,69,0,辽宁省,2020/2/23 15:31,2020/2/23 16:20,69
7361,37,37,北京,2020/2/23 15:31,2020/2/23 15:31,0
7362,112,0,浙江省,2020/2/23 15:31,2020/2/23 15:31,112
7363,134,134,上海,2020/2/23 15:31,2020/2/23 15:31,0
7364,43,43,天津,2020/2/23 15:30,2020/2/23 15:30,0
7365,104,104,江苏省,2020/2/23 15:30,2020/2/23 15:30,0
7366,107,107,新疆维吾尔自治区,2020/2/23 15:30,2020/2/23 15:30,0
7367,45,0,云南省,2020/2/23 15:30,,0
7368,34.9,34.9,广东省,2020/2/23 15:29,2020/2/23 15:29,0
7369,119,119,四川省,2020/2/23 15:29,2020/2/23 15:29,0
7370,37,37,福建省,2020/2/23 15:29,2020/2/23 15:29,0
7371,69,69,山西省,2020/2/23 15:29,2020/2/23 15:29,0
7372,119,119,北京,2020/2/23 15:28,2020/2/23 15:28,0
7373,270,0,北京,2020/2/23 15:28,2020/2/23 15:28,270
7374,21,21,江西省,2020/2/23 15:28,2020/2/23 15:29,0
7375,21,0,江西省,2020/2/23 15:26,,0
7376,69,69,山东省,2020/2/23 15:26,2020/2/23 15:26,0
7377,151,0,北京,2020/2/23 15:26,2020/2/23 15:26,151
7378,83,83,上海,2020/2/23 15:26,2020/2/23 15:26,0
7379,64.8,64.8,上海,2020/2/23 15:25,2020/2/23 15:25,0
7380,53,53,河南省,2020/2/23 15:25,2020/2/23 15:25,0
7381,69,69,上海,2020/2/23 15:25,2020/2/23 19:47,0
7382,53,0,上海,2020/2/23 15:24,,0
7383,45,45,湖南省,2020/2/23 15:23,2020/2/23 15:24,0
7384,85,85,上海,2020/2/23 15:23,2020/2/23 15:23,0
7385,668,668,上海,2020/2/23 15:22,2020/2/23 15:22,0
7386,134,134,山东省,2020/2/23 15:21,2020/2/23 15:21,0
7387,238,0,北京,2020/2/23 15:21,2020/2/23 15:21,238
7388,85,85,上海,2020/2/23 15:21,2020/2/23 15:21,0
7389,75,75,辽宁省,2020/2/23 15:21,2020/2/23 15:21,0
7390,61,61,福建省,2020/2/23 15:21,2020/2/23 15:21,0
7391,34.9,34.9,上海,2020/2/23 15:20,2020/2/23 15:20,0
7392,151,0,北京,2020/2/23 15:20,2020/2/23 15:20,151
7393,144,144,浙江省,2020/2/23 15:19,2020/2/23 15:20,0
7394,81,5,山东省,2020/2/23 15:19,2020/2/23 15:19,76
7395,21,21,江苏省,2020/2/23 15:17,2020/2/23 15:17,0
7396,43,0,上海,2020/2/23 15:16,2020/2/23 15:16,43
7397,21,21,上海,2020/2/23 15:16,2020/2/23 15:16,0
7398,74.9,74.9,重庆,2020/2/23 15:14,2020/2/23 15:14,0
7399,119,0,江西省,2020/2/23 15:13,,0
7400,45,0,上海,2020/2/23 15:13,2020/2/23 15:13,45
7401,64.8,0,辽宁省,2020/2/23 15:12,,0
7402,43,0,山西省,2020/2/23 15:11,,0
7403,34.9,0,浙江省,2020/2/23 15:11,,0
7404,120,120,辽宁省,2020/2/23 15:10,2020/2/23 15:10,0
7405,76,76,广东省,2020/2/23 15:09,2020/2/23 15:10,0
7406,119,119,天津,2020/2/23 15:09,2020/2/23 15:10,0
7407,81,0,海南省,2020/2/23 15:08,,0
7408,108,108,江苏省,2020/2/23 15:08,2020/2/23 15:08,0
7409,45,45,四川省,2020/2/23 15:07,2020/2/23 15:08,0
7410,85,85,山东省,2020/2/23 15:07,2020/2/23 15:07,0
7411,43,43,上海,2020/2/23 15:06,2020/2/23 15:06,0
7412,119,119,上海,2020/2/23 15:05,2020/2/23 15:06,0
7413,69,69,湖南省,2020/2/23 15:05,2020/2/23 15:05,0
7414,82.9,82.9,重庆,2020/2/23 15:05,2020/2/23 15:05,0
7415,53,53,北京,2020/2/23 15:04,2020/2/23 15:04,0
7416,433,433,上海,2020/2/23 15:04,2020/2/23 15:04,0
7417,43,0,北京,2020/2/23 15:04,,0
7418,85,0,天津,2020/2/23 15:03,2020/2/23 15:03,85
7419,119,119,上海,2020/2/23 15:03,2020/2/23 15:03,0
7420,43,43,浙江省,2020/2/23 15:02,2020/2/23 15:02,0
7421,21,0,山东省,2020/2/23 15:02,,0
7422,69,0,浙江省,2020/2/23 15:01,2020/2/23 15:01,69
7423,108,108,重庆,2020/2/23 15:00,2020/2/23 15:00,0
7424,119,119,河北省,2020/2/23 14:59,2020/2/23 14:59,0
7425,114,114,北京,2020/2/23 14:59,2020/2/23 14:59,0
7426,85,0,湖南省,2020/2/23 14:59,,0
7427,101,101,山东省,2020/2/23 14:59,2020/2/23 14:59,0
7428,167,167,上海,2020/2/23 14:56,2020/2/23 14:56,0
7429,53,53,山东省,2020/2/23 14:55,2020/2/23 14:55,0
7430,119,119,黑龙江省,2020/2/23 14:54,2020/2/23 14:54,0
7431,69,0,浙江省,2020/2/23 14:53,,0
7432,37,37,甘肃省,2020/2/23 14:53,2020/2/23 14:53,0
7433,21,21,广东省,2020/2/23 14:52,2020/2/23 14:53,0
7434,69,69,河北省,2020/2/23 14:52,2020/2/23 14:53,0
7435,37,37,山东省,2020/2/23 14:51,2020/2/23 14:52,0
7436,43,0,山东省,2020/2/23 14:51,2020/2/23 14:51,43
7437,37,37,浙江省,2020/2/23 14:51,2020/2/23 14:51,0
7438,85,0,北京,2020/2/23 14:51,,0
7439,50.9,50.9,北京,2020/2/23 14:50,2020/2/23 14:50,0
7440,43,43,四川省,2020/2/23 14:50,2020/2/23 14:50,0
7441,53,53,湖南省,2020/2/23 14:49,2020/2/23 14:49,0
7442,112,112,广东省,2020/2/23 14:48,2020/2/23 14:49,0
7443,114,114,上海,2020/2/23 14:48,2020/2/23 14:48,0
7444,43,0,吉林省,2020/2/23 14:47,,0
7445,101,101,浙江省,2020/2/23 14:47,2020/2/23 14:47,0
7446,81,0,上海,2020/2/23 14:46,2020/2/23 14:47,81
7447,38,0,天津,2020/2/23 14:45,2020/2/23 14:48,38
7448,148,148,山东省,2020/2/23 14:44,2020/2/23 14:45,0
7449,160,160,天津,2020/2/23 14:43,2020/2/23 14:43,0
7450,238,0,重庆,2020/2/23 14:43,2020/2/23 14:43,238
7451,85,85,重庆,2020/2/23 14:43,2020/2/23 14:43,0
7452,231,231,山东省,2020/2/23 14:43,2020/2/23 14:43,0
7453,43,43,山东省,2020/2/23 14:42,2020/2/23 15:05,0
7454,43,0,广东省,2020/2/23 14:42,,0
7455,119,119,北京,2020/2/23 14:41,2020/2/23 14:41,0
7456,59,59,浙江省,2020/2/23 14:40,2020/2/23 14:40,0
7457,37,37,上海,2020/2/23 14:39,2020/2/23 14:39,0
7458,43,0,山东省,2020/2/23 14:39,2020/2/23 14:43,43
7459,37,37,湖南省,2020/2/23 14:38,2020/2/23 14:38,0
7460,85,85,四川省,2020/2/23 14:37,2020/2/23 14:37,0
7461,85,85,山东省,2020/2/23 14:36,2020/2/23 14:36,0
7462,119,119,江西省,2020/2/23 14:36,2020/2/23 14:36,0
7463,53,53,山东省,2020/2/23 14:36,2020/2/23 14:36,0
7464,37,37,江西省,2020/2/23 14:36,2020/2/23 14:36,0
7465,69,0,北京,2020/2/23 14:34,2020/2/23 14:34,69
7466,101,101,北京,2020/2/23 14:34,2020/2/23 14:34,0
7467,125.9,125.9,云南省,2020/2/23 14:34,2020/2/23 14:34,0
7468,119,0,江西省,2020/2/23 14:33,,0
7469,37,0,山东省,2020/2/23 14:32,2020/2/23 14:33,37
7470,21,0,广东省,2020/2/23 14:31,,0
7471,53,53,北京,2020/2/23 14:31,2020/2/23 14:31,0
7472,37,37,湖南省,2020/2/23 14:31,2020/2/23 14:31,0
7473,183,183,河北省,2020/2/23 14:31,2020/2/23 14:31,0
7474,53,53,北京,2020/2/23 14:31,2020/2/23 14:31,0
7475,85,85,天津,2020/2/23 14:30,2020/2/23 14:30,0
7476,34.9,0,四川省,2020/2/23 14:30,2020/2/23 14:30,34.9
7477,21,0,安徽省,2020/2/23 14:29,2020/2/23 14:29,21
7478,53,53,北京,2020/2/23 14:29,2020/2/23 14:29,0
7479,227.9,227.9,山西省,2020/2/23 14:29,2020/2/23 14:29,0
7480,150,0,北京,2020/2/23 14:29,2020/2/23 14:29,150
7481,67.9,0,四川省,2020/2/23 14:28,2020/2/23 14:29,67.9
7482,113.8,113.8,四川省,2020/2/23 14:28,2020/2/23 14:28,0
7483,204,170,辽宁省,2020/2/23 14:28,2020/2/23 14:28,34
7484,109.9,109.9,浙江省,2020/2/23 14:27,2020/2/23 14:28,0
7485,37,37,湖南省,2020/2/23 14:27,2020/2/23 14:27,0
7486,125.9,125.9,山西省,2020/2/23 14:26,2020/2/23 14:26,0
7487,69,0,天津,2020/2/23 14:25,,0
7488,339,339,新疆维吾尔自治区,2020/2/23 14:24,2020/2/23 14:26,0
7489,21,0,贵州省,2020/2/23 14:23,,0
7490,37,37,上海,2020/2/23 14:23,2020/2/23 14:23,0
7491,200,200,辽宁省,2020/2/23 14:22,2020/2/23 14:22,0
7492,69,69,四川省,2020/2/23 14:22,2020/2/23 14:22,0
7493,53,53,天津,2020/2/23 14:22,2020/2/23 14:22,0
7494,37,37,山东省,2020/2/23 14:22,2020/2/23 14:22,0
7495,119,0,四川省,2020/2/23 14:21,,0
7496,37,0,江苏省,2020/2/23 14:21,,0
7497,53,0,上海,2020/2/23 14:21,2020/2/23 14:21,53
7498,37,37,重庆,2020/2/23 14:20,2020/2/23 14:20,0
7499,66.9,66.9,重庆,2020/2/23 14:20,2020/2/23 14:20,0
7500,81,0,上海,2020/2/23 14:20,2020/2/23 14:20,81
7501,69,69,浙江省,2020/2/23 14:20,2020/2/23 14:20,0
7502,99.9,99.9,四川省,2020/2/23 14:19,2020/2/23 14:19,0
7503,53,0,重庆,2020/2/23 14:19,,0
7504,85,85,江苏省,2020/2/23 14:19,2020/2/23 14:19,0
7505,112,112,山东省,2020/2/23 14:18,2020/2/23 14:18,0
7506,97,97,重庆,2020/2/23 14:17,2020/2/23 14:17,0
7507,72.9,72.9,四川省,2020/2/23 14:16,2020/2/23 14:17,0
7508,21,0,重庆,2020/2/23 14:16,,0
7509,34.9,0,重庆,2020/2/23 14:15,,0
7510,37,37,浙江省,2020/2/23 14:15,2020/2/23 14:15,0
7511,109.9,109.9,天津,2020/2/23 14:14,2020/2/23 14:14,0
7512,37,37,广东省,2020/2/23 14:14,2020/2/23 14:14,0
7513,72.9,0,广东省,2020/2/23 14:14,,0
7514,128,128,四川省,2020/2/23 14:14,2020/2/23 14:14,0
7515,37,37,广东省,2020/2/23 14:13,2020/2/23 14:13,0
7516,69,69,辽宁省,2020/2/23 14:13,2020/2/23 14:13,0
7517,50.9,50.9,辽宁省,2020/2/23 14:13,2020/2/23 14:13,0
7518,101,101,江西省,2020/2/23 14:13,2020/2/23 14:16,0
7519,85,85,重庆,2020/2/23 14:12,2020/2/23 14:13,0
7520,37,37,广西壮族自治区,2020/2/23 14:11,2020/2/23 14:11,0
7521,34.9,34.9,贵州省,2020/2/23 14:11,2020/2/23 14:11,0
7522,85,85,广东省,2020/2/23 14:10,2020/2/23 14:10,0
7523,59,59,山东省,2020/2/23 14:10,2020/2/23 14:10,0
7524,37,37,浙江省,2020/2/23 14:09,2020/2/23 14:10,0
7525,21,21,江苏省,2020/2/23 14:09,2020/2/23 14:10,0
7526,85,85,北京,2020/2/23 14:09,2020/2/23 14:09,0
7527,34.9,0,天津,2020/2/23 14:09,2020/2/23 14:09,34.9
7528,85,85,河北省,2020/2/23 14:09,2020/2/23 14:09,0
7529,69,69,山东省,2020/2/23 14:08,2020/2/23 14:09,0
7530,21,21,江苏省,2020/2/23 14:08,2020/2/23 14:08,0
7531,37,37,四川省,2020/2/23 14:07,2020/2/23 14:07,0
7532,37,0,江苏省,2020/2/23 14:07,,0
7533,69,69,广东省,2020/2/23 14:07,2020/2/23 14:09,0
7534,53,53,山东省,2020/2/23 14:06,2020/2/23 14:06,0
7535,21,0,浙江省,2020/2/23 14:05,2020/2/23 14:06,21
7536,85,0,广东省,2020/2/23 14:05,,0
7537,69,69,河北省,2020/2/23 14:05,2020/2/23 14:05,0
7538,53,53,河北省,2020/2/23 14:05,2020/2/23 14:05,0
7539,21,0,广东省,2020/2/23 14:04,,0
7540,37,37,山西省,2020/2/23 14:03,2020/2/23 14:04,0
7541,21,0,河南省,2020/2/23 14:03,,0
7542,34.9,0,安徽省,2020/2/23 14:03,,0
7543,53,53,河南省,2020/2/23 14:03,2020/2/23 14:03,0
7544,21,0,广东省,2020/2/23 14:03,,0
7545,37,37,吉林省,2020/2/23 14:03,2020/2/23 14:03,0
7546,21,0,北京,2020/2/23 14:02,,0
7547,66.9,66.9,山东省,2020/2/23 14:02,2020/2/23 14:02,0
7548,21,0,广东省,2020/2/23 14:02,,0
7549,238,238,江苏省,2020/2/23 14:02,2020/2/23 14:02,0
7550,37,37,山东省,2020/2/23 14:02,2020/2/23 14:02,0
7551,37,37,河南省,2020/2/23 14:02,2020/2/23 14:02,0
7552,37,0,吉林省,2020/2/23 14:02,,0
7553,119,119,北京,2020/2/23 14:01,2020/2/23 14:01,0
7554,37,37,四川省,2020/2/23 14:00,2020/2/23 14:01,0
7555,21,0,广东省,2020/2/23 14:00,,0
7556,21,0,辽宁省,2020/2/23 14:00,,0
7557,37,37,北京,2020/2/23 14:00,2020/2/23 14:00,0
7558,53,0,广东省,2020/2/23 14:00,,0
7559,37,37,四川省,2020/2/23 13:59,2020/2/23 13:59,0
7560,21,0,河南省,2020/2/23 13:59,2020/2/23 13:59,21
7561,160,0,北京,2020/2/23 13:59,2020/2/23 13:59,160
7562,37,37,山西省,2020/2/23 13:58,2020/2/23 13:58,0
7563,37,37,辽宁省,2020/2/23 13:57,2020/2/23 13:58,0
7564,101,101,河北省,2020/2/23 13:57,2020/2/23 13:58,0
7565,75,75,浙江省,2020/2/23 13:57,2020/2/23 13:57,0
7566,85,85,北京,2020/2/23 13:55,2020/2/23 13:55,0
7567,21,21,辽宁省,2020/2/23 13:55,2020/2/23 13:55,0
7568,107,0,广东省,2020/2/23 13:54,2020/2/23 13:58,107
7569,43,43,广东省,2020/2/23 13:51,2020/2/23 13:52,0
7570,85,0,云南省,2020/2/23 13:51,2020/2/23 13:51,85
7571,101,0,山东省,2020/2/23 13:50,2020/2/23 13:50,101
7572,37,0,北京,2020/2/23 13:50,,0
7573,21,0,黑龙江省,2020/2/23 13:49,2020/2/23 13:49,21
7574,160,0,广东省,2020/2/23 13:49,2020/2/23 13:49,160
7575,43,43,贵州省,2020/2/23 13:47,2020/2/23 13:47,0
7576,119.6,0,广东省,2020/2/23 13:46,2020/2/23 13:46,119.6
7577,75,75,四川省,2020/2/23 13:46,2020/2/23 13:46,0
7578,98.9,98.9,上海,2020/2/23 13:45,2020/2/23 13:45,0
7579,43,43,广西壮族自治区,2020/2/23 13:44,2020/2/23 13:44,0
7580,85,85,北京,2020/2/23 13:42,2020/2/23 13:42,0
7581,263.4,0,山西省,2020/2/23 13:41,2020/2/23 13:45,263.4
7582,75,75,海南省,2020/2/23 13:41,2020/2/23 13:42,0
7583,37,37,重庆,2020/2/23 13:39,2020/2/23 13:40,0
7584,150,150,贵州省,2020/2/23 13:38,2020/2/23 13:38,0
7585,85,85,河北省,2020/2/23 13:37,2020/2/23 13:37,0
7586,150,0,贵州省,2020/2/23 13:37,,0
7587,167.6,0,山西省,2020/2/23 13:33,,0
7588,37,37,广东省,2020/2/23 13:33,2020/2/23 13:33,0
7589,85,5,安徽省,2020/2/23 13:31,2020/2/23 13:31,80
7590,50.9,0,四川省,2020/2/23 13:30,2020/2/23 13:51,50.9
7591,85,0,北京,2020/2/23 13:29,2020/2/23 13:29,85
7592,43,43,湖南省,2020/2/23 13:29,2020/2/23 13:29,0
7593,248,248,广东省,2020/2/23 13:29,2020/2/23 13:29,0
7594,48,0,山西省,2020/2/23 13:29,,0
7595,85,0,安徽省,2020/2/23 13:26,,0
7596,85,85,天津,2020/2/23 13:26,2020/2/23 13:27,0
7597,101,101,上海,2020/2/23 13:25,2020/2/23 13:25,0
7598,128,0,内蒙古自治区,2020/2/23 13:24,2020/2/23 13:24,128
7599,101,101,山西省,2020/2/23 13:22,2020/2/23 13:22,0
7600,66.9,66.9,北京,2020/2/23 13:21,2020/2/23 13:21,0
7601,53,53,四川省,2020/2/23 13:21,2020/2/23 13:21,0
7602,201.9,0,贵州省,2020/2/23 13:19,2020/2/23 13:26,201.9
7603,34.9,0,湖南省,2020/2/23 13:19,2020/2/23 13:24,34.9
7604,119,0,河南省,2020/2/23 13:18,,0
7605,53,53,江苏省,2020/2/23 13:17,2020/2/23 13:18,0
7606,37,37,上海,2020/2/23 13:17,2020/2/23 13:17,0
7607,66.9,0,吉林省,2020/2/23 13:16,2020/2/23 13:16,66.9
7608,85,0,河南省,2020/2/23 13:12,2020/2/23 13:12,85
7609,64.8,64.8,河北省,2020/2/23 13:09,2020/2/23 13:10,0
7610,109.9,0,山东省,2020/2/23 13:09,2020/2/23 13:09,109.9
7611,160,0,河南省,2020/2/23 13:09,2020/2/23 13:09,160
7612,108,108,江西省,2020/2/23 13:06,2020/2/23 13:07,0
7613,64.8,64.8,广东省,2020/2/23 13:04,2020/2/23 13:04,0
7614,37,37,广东省,2020/2/23 13:03,2020/2/23 13:04,0
7615,85,85,北京,2020/2/23 13:02,2020/2/23 13:02,0
7616,53,53,广西壮族自治区,2020/2/23 13:02,2020/2/23 13:02,0
7617,85,0,北京,2020/2/23 13:01,,0
7618,160,0,上海,2020/2/23 13:01,2020/2/23 13:01,160
7619,160,160,辽宁省,2020/2/23 13:00,2020/2/23 13:00,0
7620,85,85,河南省,2020/2/23 12:59,2020/2/23 12:59,0
7621,114,114,辽宁省,2020/2/23 12:58,2020/2/23 12:58,0
7622,69,0,广东省,2020/2/23 12:57,,0
7623,75,75,天津,2020/2/23 12:56,2020/2/23 12:57,0
7624,167,167,陕西省,2020/2/23 12:56,2020/2/23 12:56,0
7625,85,85,北京,2020/2/23 12:56,2020/2/23 12:56,0
7626,119,0,天津,2020/2/23 12:55,2020/2/23 12:55,119
7627,85,85,四川省,2020/2/23 12:54,2020/2/23 12:54,0
7628,59,59,上海,2020/2/23 12:54,2020/2/23 12:54,0
7629,21,0,广东省,2020/2/23 12:47,2020/2/23 12:47,21
7630,50.9,50.9,上海,2020/2/23 12:45,2020/2/23 12:46,0
7631,98.9,98.9,辽宁省,2020/2/23 12:45,2020/2/23 12:45,0
7632,119,0,江苏省,2020/2/23 12:44,,0
7633,43,43,山东省,2020/2/23 12:40,2020/2/23 12:40,0
7634,160,160,四川省,2020/2/23 12:40,2020/2/23 12:41,0
7635,59,59,河北省,2020/2/23 12:40,2020/2/23 12:40,0
7636,64.8,64.8,上海,2020/2/23 12:39,2020/2/23 12:40,0
7637,37,37,辽宁省,2020/2/23 12:39,2020/2/23 13:12,0
7638,37,37,重庆,2020/2/23 12:39,2020/2/23 12:39,0
7639,37,0,重庆,2020/2/23 12:38,,0
7640,37,37,广东省,2020/2/23 12:37,2020/2/23 12:37,0
7641,37,0,湖南省,2020/2/23 12:34,2020/2/23 12:34,37
7642,37,37,河北省,2020/2/23 12:34,2020/2/23 12:34,0
7643,21,21,广东省,2020/2/23 12:29,2020/2/23 12:29,0
7644,21,21,广东省,2020/2/23 12:29,2020/2/23 12:29,0
7645,34.9,34.9,河北省,2020/2/23 12:27,2020/2/23 12:28,0
7646,119.6,119.6,北京,2020/2/23 12:26,2020/2/23 12:26,0
7647,128,128,江苏省,2020/2/23 12:24,2020/2/23 12:25,0
7648,53,0,山西省,2020/2/23 12:22,2020/2/23 12:22,53
7649,34.9,34.9,福建省,2020/2/23 12:22,2020/2/23 12:22,0
7650,53,0,山西省,2020/2/23 12:22,,0
7651,69,69,安徽省,2020/2/23 12:22,2020/2/23 12:22,0
7652,256,0,四川省,2020/2/23 12:19,2020/2/23 12:20,256
7653,53,53,四川省,2020/2/23 12:19,2020/2/23 12:19,0
7654,53,53,四川省,2020/2/23 12:18,2020/2/23 12:18,0
7655,37,37,江苏省,2020/2/23 12:18,2020/2/23 12:18,0
7656,85,85,天津,2020/2/23 12:17,2020/2/23 12:18,0
7657,236,236,上海,2020/2/23 12:16,2020/2/23 12:16,0
7658,167,167,江苏省,2020/2/23 12:14,2020/2/23 12:15,0
7659,112,0,天津,2020/2/23 12:14,2020/2/23 12:14,112
7660,101,101,江苏省,2020/2/23 12:13,2020/2/23 12:14,0
7661,64.8,64.8,河北省,2020/2/23 12:11,2020/2/23 12:11,0
7662,105.9,105.9,天津,2020/2/23 12:10,2020/2/23 12:11,0
7663,50.9,50.9,浙江省,2020/2/23 12:08,2020/2/23 12:09,0
7664,34.9,0,上海,2020/2/23 12:05,,0
7665,37,37,天津,2020/2/23 12:05,2020/2/23 12:05,0
7666,112,112,湖南省,2020/2/23 12:03,2020/2/23 12:03,0
7667,64.8,0,上海,2020/2/23 12:02,2020/2/23 12:02,64.8
7668,162,162,安徽省,2020/2/23 12:02,2020/2/23 12:02,0
7669,128,128,湖南省,2020/2/23 12:01,2020/2/23 12:01,0
7670,50.9,0,河南省,2020/2/23 12:00,,0
7671,64.8,0,浙江省,2020/2/23 11:59,2020/2/23 12:00,64.8
7672,119,119,湖南省,2020/2/23 11:59,2020/2/23 11:59,0
7673,34.9,0,河南省,2020/2/23 11:59,,0
7674,98.9,0,黑龙江省,2020/2/23 11:59,2020/2/23 11:59,98.9
7675,172,172,内蒙古自治区,2020/2/23 11:58,2020/2/23 11:58,0
7676,37,37,四川省,2020/2/23 11:58,2020/2/23 11:58,0
7677,101,0,天津,2020/2/23 11:56,2020/2/23 11:56,101
7678,85,85,北京,2020/2/23 11:56,2020/2/23 11:56,0
7679,320,320,安徽省,2020/2/23 11:56,2020/2/23 11:56,0
7680,306,306,广东省,2020/2/23 11:55,2020/2/23 11:55,0
7681,34.9,34.9,重庆,2020/2/23 11:53,2020/2/23 11:53,0
7682,50.9,50.9,上海,2020/2/23 11:53,2020/2/23 11:53,0
7683,37,0,湖南省,2020/2/23 11:51,2020/2/23 11:51,37
7684,94.7,5,湖南省,2020/2/23 11:47,2020/2/23 11:47,89.7
7685,96.8,96.8,广东省,2020/2/23 11:47,2020/2/23 11:47,0
7686,34.9,34.9,浙江省,2020/2/23 11:45,2020/2/23 11:46,0
7687,208,208,江苏省,2020/2/23 11:45,2020/2/23 11:45,0
7688,53,0,河北省,2020/2/23 11:45,2020/2/23 11:45,53
7689,83.9,0,上海,2020/2/23 11:44,2020/2/23 11:44,83.9
7690,157.9,157.9,河北省,2020/2/23 11:43,2020/2/23 11:43,0
